SampleName,Actinobacteria,Bacteroidetes,Candidatus_Saccharibacteria,Chloroflexi,Deinococcus-Thermus,Firmicutes,Fusobacteria,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Unclassified_Bacteria,Verrucomicrobia
DRR171767,0.05463556216885097,0.47320200372248505,1.7570969659492247e-05,0.0,0.0,0.4100853759684659,0.0,8.321298748545879e-05,0.05905777960411278,0.0,0.0,0.0,0.0013814097460943466,0.0
DRR171784,0.0476505947213437,0.552504785218903,2.441363805536432e-05,0.0,0.0,0.3981621467034417,9.549655998768622e-05,0.0,4.318398902836192e-05,0.0,0.0,0.0,0.0005040317831713645,0.0
DRR171794,0.044030496664990655,0.5693614720389111,0.0,0.0,0.0,0.3538472123160186,0.00015529466260339652,0.0,0.031156448116667096,0.0,1.8341975787327482e-05,0.0,8.033642977135316e-05,3.7087557914982136e-05
DRR171800,0.006035241894484331,0.6367826301664452,1.7027178280356344e-05,0.0,0.0,0.28007445170361633,0.0007331330041649481,0.0,0.030627014465944128,1.0148141499174093e-05,1.1715373363408204e-05,0.0,0.00013221347171004188,0.04380222443435444
DRR171805,0.00499518310653955,0.7583375295821807,0.0,0.0,0.0,0.13591033843488426,0.0656484892483124,0.0,0.03420104332080311,0.0,0.0,0.0,0.0,0.0
DRR171819,0.017600240104126027,0.45082966840498584,1.8395118045366805e-05,0.0,0.0,0.48101168772299163,0.027417534200491,0.0,0.010395618753305228,0.0,0.0,0.0,0.0001545571187399387,0.010417065469310982
DRR171858,0.010296978177364495,0.44345529406291423,3.576510204501174e-05,0.0,0.0,0.48456680186328777,0.0011939683797623291,0.00012484819028353567,0.04648176291464507,3.049791773875505e-05,1.3847635693275351e-05,0.0,0.0008910794468589421,0.011232787011670181
DRR171859,0.15286818281375775,0.41799963102928783,0.0,0.0,1.000039999834507e-05,0.36311119464226677,0.02288605867540111,0.0,0.03967363403629352,1.1668197217338393e-05,0.0,0.0,0.0019098010026689176,0.0
DRR171871,0.09117957043780889,0.6448309379389301,2.6899537200566228e-05,0.0,0.0,0.2238562750922246,0.0005959128545053846,0.0012160589011357356,0.018315359246753198,2.211733389816043e-05,0.004648498888872493,0.0,5.7871166480766004e-05,0.01419511539401406
DRR171879,0.014817930507444857,0.6822894262417651,8.880598196256485e-05,0.0,0.0,0.1667748084713585,0.09476935996252112,0.0,0.03923079449215568,2.0719991529188408e-05,1.1303687231899927e-05,0.0,0.0002492653662319229,0.0
DRR171891,0.01753751448521742,0.6076753985202713,0.0,0.0,0.0,0.3090768798490463,0.007630002679637125,0.0,0.056066303330239056,0.0,0.0,0.0,0.0005455093093206606,0.0
DRR171905,0.012949449246663827,0.6923355356512654,3.681746457990055e-05,0.0,0.0,0.1904529580639535,0.01301230566726762,0.0,0.012545105570420923,0.01951220223944741,0.0,0.0,1.6610492595676545e-05,0.05781043378162322
DRR171909,0.0019437365706801413,0.7719505456223351,2.336283865528732e-05,0.0,0.0,0.18839320253921615,0.00024740217769638894,0.0,0.033740689855500536,1.4859238195605475e-05,0.0,0.0,5.3030282595435936e-05,0.002008672572410214
DRR171910,0.039417658293798154,0.4532274706914312,2.6718435076099978e-05,0.0,0.0,0.47467740846342316,2.8216729952868667e-05,0.0,0.02929493248567544,1.5054520119783216e-05,0.0,0.0,0.0006716963977380476,0.0009892831264563596
