,Total_Associations,Positive_WithinGenus,Negative_WithinGenus,Positive_WithinFamily,Negative_WithinFamily,Positive_WithinOrder,Negative_WithinOrder,Positive_WithinClass,Negative_WithinClass,Positive_WithinPhylum,Negative_WithinPhylum,Positive_OutsidePhylum,Negative_OutsidePhylum
298,292,8.0,0.0,25,0.0,71,0.0,0.0,0.0,53,2.0,127,6.0
299,292,8.0,0.0,27,2.0,67,2.0,0.0,0.0,61,1.0,121,3.0
300,292,7.0,0.0,23,0.0,80,3.0,0.0,0.0,51,0.0,123,5.0
301,292,10.0,1.0,20,0.0,89,6.0,0.0,0.0,53,0.0,112,1.0
302,292,6.0,0.0,30,1.0,66,2.0,0.0,0.0,52,1.0,130,4.0
303,292,10.0,1.0,23,0.0,65,2.0,0.0,0.0,48,2.0,138,3.0
304,292,7.0,1.0,19,1.0,78,0.0,0.0,0.0,57,2.0,123,4.0
305,292,4.0,0.0,25,0.0,73,2.0,0.0,0.0,54,1.0,128,5.0
306,292,10.0,0.0,28,0.0,77,3.0,0.0,0.0,45,1.0,124,4.0
307,292,11.0,0.0,18,0.0,82,2.0,0.0,0.0,45,0.0,128,6.0
308,292,4.0,0.0,29,1.0,75,3.0,0.0,0.0,41,0.0,135,4.0
309,292,6.0,0.0,21,1.0,64,3.0,0.0,0.0,42,0.0,151,4.0
310,292,8.0,0.0,32,2.0,65,2.0,1.0,0.0,46,2.0,132,2.0
311,292,12.0,1.0,24,0.0,80,1.0,0.0,0.0,53,1.0,115,5.0
312,292,12.0,0.0,22,0.0,71,2.0,1.0,0.0,52,0.0,126,6.0
313,292,7.0,0.0,23,1.0,72,4.0,0.0,0.0,52,0.0,130,3.0
314,292,13.0,0.0,32,1.0,66,3.0,0.0,0.0,59,2.0,114,2.0
315,292,12.0,0.0,23,0.0,76,2.0,0.0,0.0,50,1.0,123,5.0
316,292,8.0,0.0,30,0.0,78,1.0,0.0,0.0,42,4.0,126,3.0
317,292,9.0,0.0,23,0.0,77,3.0,0.0,0.0,47,1.0,128,4.0
318,292,2.0,0.0,33,1.0,80,2.0,0.0,0.0,45,3.0,124,2.0
319,292,3.0,0.0,22,2.0,64,2.0,0.0,0.0,56,2.0,139,2.0
320,292,10.0,1.0,28,1.0,71,1.0,0.0,0.0,50,1.0,125,4.0
321,292,10.0,0.0,21,3.0,69,1.0,0.0,0.0,50,2.0,134,2.0
322,292,9.0,0.0,30,2.0,67,1.0,0.0,0.0,54,1.0,124,4.0
323,292,11.0,0.0,19,0.0,66,2.0,0.0,0.0,58,1.0,130,5.0
324,292,6.0,0.0,21,0.0,86,1.0,0.0,0.0,41,2.0,130,5.0
325,292,7.0,0.0,28,0.0,72,3.0,0.0,0.0,58,0.0,119,5.0
326,292,9.0,0.0,25,1.0,84,1.0,0.0,0.0,42,1.0,124,5.0
327,292,7.0,1.0,23,2.0,71,2.0,0.0,0.0,56,1.0,127,2.0
328,292,4.0,0.0,18,1.0,76,1.0,0.0,0.0,59,3.0,127,3.0
329,292,7.0,1.0,22,0.0,74,3.0,0.0,0.0,53,0.0,128,4.0
330,292,13.0,0.0,20,2.0,87,1.0,0.0,0.0,43,3.0,121,2.0
331,292,10.0,0.0,25,0.0,74,3.0,0.0,0.0,46,1.0,129,4.0
332,292,11.0,0.0,21,0.0,80,1.0,0.0,0.0,55,1.0,117,6.0
333,292,9.0,0.0,28,0.0,75,1.0,1.0,0.0,48,2.0,123,5.0
334,292,7.0,1.0,23,0.0,81,0.0,1.0,0.0,53,4.0,119,3.0
335,292,12.0,0.0,28,1.0,67,3.0,0.0,0.0,55,1.0,122,3.0
336,292,5.0,0.0,20,1.0,72,0.0,0.0,0.0,44,3.0,143,4.0
337,292,4.0,0.0,31,0.0,68,3.0,0.0,0.0,46,0.0,135,5.0
338,292,4.0,0.0,29,0.0,70,2.0,0.0,0.0,64,2.0,117,4.0
339,292,9.0,0.0,25,2.0,74,5.0,0.0,0.0,49,0.0,127,1.0
340,292,5.0,0.0,19,0.0,64,2.0,0.0,0.0,40,2.0,156,4.0
341,292,11.0,0.0,15,0.0,76,1.0,0.0,0.0,51,1.0,131,6.0
342,292,10.0,0.0,28,1.0,64,1.0,0.0,0.0,52,2.0,130,4.0
343,292,8.0,0.0,25,1.0,78,1.0,0.0,0.0,57,2.0,116,4.0
344,292,6.0,1.0,21,0.0,74,3.0,1.0,0.0,53,2.0,129,2.0
345,292,6.0,0.0,26,0.0,69,2.0,0.0,0.0,60,0.0,123,6.0
346,292,9.0,0.0,26,1.0,77,2.0,0.0,0.0,51,1.0,121,4.0
347,292,3.0,0.0,19,0.0,73,1.0,0.0,0.0,37,3.0,152,4.0
348,292,7.0,0.0,17,1.0,63,2.0,0.0,0.0,50,0.0,147,5.0
349,292,8.0,1.0,16,0.0,77,0.0,0.0,0.0,48,5.0,135,2.0
350,292,8.0,0.0,24,1.0,60,3.0,0.0,0.0,52,0.0,140,4.0
351,292,5.0,0.0,26,0.0,62,2.0,0.0,0.0,55,2.0,136,4.0
352,292,4.0,0.0,22,1.0,66,2.0,0.0,0.0,58,2.0,134,3.0
353,292,12.0,0.0,24,2.0,69,4.0,0.0,0.0,48,0.0,131,2.0
354,292,13.0,0.0,22,1.0,75,3.0,0.0,0.0,51,0.0,123,4.0
355,292,7.0,0.0,22,0.0,78,4.0,0.0,0.0,56,2.0,121,2.0
356,292,6.0,0.0,21,2.0,68,2.0,0.0,0.0,55,1.0,134,3.0
357,292,9.0,0.0,23,1.0,73,2.0,0.0,0.0,48,0.0,131,5.0
358,292,14.0,2.0,23,0.0,71,2.0,0.0,0.0,48,2.0,128,2.0
359,292,9.0,0.0,18,1.0,73,3.0,0.0,0.0,55,2.0,129,2.0
360,292,8.0,0.0,24,1.0,82,0.0,0.0,0.0,47,1.0,123,6.0
361,292,5.0,0.0,19,3.0,67,1.0,2.0,0.0,52,1.0,139,3.0
362,292,8.0,0.0,38,0.0,72,2.0,1.0,0.0,40,3.0,125,3.0
363,292,9.0,0.0,22,0.0,67,2.0,0.0,0.0,52,1.0,134,5.0
364,292,5.0,0.0,24,1.0,79,3.0,0.0,0.0,39,0.0,137,4.0
365,292,12.0,0.0,20,1.0,62,1.0,0.0,1.0,65,2.0,125,3.0
366,292,8.0,0.0,31,0.0,68,4.0,1.0,0.0,46,1.0,130,3.0
367,292,11.0,0.0,12,1.0,68,3.0,0.0,0.0,40,1.0,153,3.0
368,292,6.0,0.0,24,1.0,78,1.0,0.0,0.0,51,1.0,125,5.0
369,292,6.0,0.0,28,0.0,67,1.0,0.0,0.0,46,1.0,137,6.0
370,292,7.0,0.0,23,1.0,78,2.0,0.0,0.0,49,2.0,127,3.0
371,292,8.0,0.0,23,0.0,70,1.0,2.0,0.0,51,0.0,130,7.0
372,292,8.0,0.0,25,1.0,68,3.0,0.0,0.0,45,1.0,138,3.0
373,292,7.0,0.0,25,1.0,65,2.0,1.0,0.0,43,3.0,143,2.0
374,292,8.0,1.0,31,0.0,77,1.0,1.0,0.0,45,1.0,122,5.0
375,292,8.0,1.0,25,1.0,63,3.0,0.0,0.0,57,1.0,131,2.0
376,292,8.0,0.0,22,3.0,64,2.0,1.0,0.0,57,0.0,132,3.0
377,292,6.0,0.0,22,1.0,91,2.0,1.0,0.0,46,1.0,118,4.0
378,292,14.0,0.0,21,2.0,71,1.0,0.0,0.0,57,2.0,121,3.0
379,292,4.0,0.0,25,2.0,72,2.0,0.0,0.0,49,0.0,134,4.0
380,292,4.0,0.0,25,1.0,81,4.0,0.0,0.0,44,0.0,130,3.0
381,292,7.0,0.0,18,1.0,76,1.0,0.0,0.0,43,2.0,140,4.0
382,292,2.0,0.0,29,0.0,81,2.0,0.0,0.0,45,1.0,127,5.0
383,292,6.0,3.0,25,0.0,60,1.0,1.0,0.0,52,1.0,140,3.0
384,292,8.0,1.0,22,1.0,66,3.0,1.0,0.0,47,1.0,140,2.0
385,292,7.0,0.0,24,0.0,81,2.0,1.0,0.0,53,2.0,118,4.0
386,292,9.0,0.0,29,0.0,82,2.0,0.0,0.0,40,3.0,124,3.0
387,292,13.0,0.0,23,0.0,55,2.0,0.0,0.0,54,1.0,139,5.0
388,292,10.0,0.0,31,0.0,71,2.0,1.0,0.0,45,2.0,126,4.0
389,292,7.0,0.0,28,0.0,70,2.0,0.0,0.0,60,1.0,119,5.0
390,292,5.0,0.0,23,1.0,69,4.0,1.0,0.0,52,1.0,134,2.0
391,292,13.0,1.0,19,1.0,73,2.0,0.0,0.0,50,1.0,129,3.0
392,292,14.0,0.0,19,2.0,69,1.0,0.0,0.0,65,2.0,117,3.0
393,292,8.0,0.0,27,1.0,66,1.0,0.0,0.0,48,4.0,135,2.0
394,292,9.0,0.0,23,1.0,71,0.0,0.0,0.0,43,3.0,138,4.0
395,292,11.0,1.0,25,3.0,74,2.0,0.0,0.0,57,1.0,117,1.0
396,292,10.0,1.0,21,1.0,67,0.0,1.0,0.0,42,3.0,143,3.0
397,292,10.0,0.0,17,1.0,78,1.0,0.0,0.0,55,2.0,124,4.0
398,292,7.0,0.0,20,0.0,71,1.0,1.0,0.0,50,3.0,135,4.0
399,292,7.0,0.0,33,1.0,73,2.0,0.0,0.0,48,2.0,123,3.0
400,292,5.0,0.0,21,2.0,74,2.0,0.0,0.0,49,2.0,135,2.0
401,292,7.0,0.0,20,1.0,72,2.0,0.0,0.0,44,0.0,141,5.0
402,292,8.0,0.0,15,0.0,82,2.0,1.0,0.0,52,1.0,126,5.0
403,292,7.0,0.0,24,1.0,76,2.0,0.0,0.0,51,3.0,126,2.0
404,292,8.0,0.0,23,0.0,79,2.0,0.0,0.0,48,1.0,126,5.0
405,292,9.0,0.0,20,0.0,87,3.0,0.0,0.0,43,1.0,125,4.0
406,292,4.0,0.0,21,1.0,82,1.0,0.0,0.0,44,1.0,133,5.0
407,292,9.0,0.0,23,0.0,83,2.0,1.0,0.0,49,4.0,119,2.0
408,292,9.0,0.0,21,1.0,72,0.0,1.0,0.0,56,1.0,125,6.0
409,292,9.0,0.0,20,0.0,75,3.0,0.0,0.0,48,2.0,132,3.0
410,292,5.0,0.0,32,0.0,63,2.0,1.0,0.0,44,2.0,139,4.0
411,292,11.0,0.0,20,1.0,71,1.0,0.0,0.0,61,2.0,121,4.0
412,292,5.0,1.0,32,0.0,63,2.0,0.0,0.0,54,1.0,130,4.0
413,292,8.0,0.0,29,1.0,72,1.0,1.0,0.0,38,3.0,136,3.0
414,292,10.0,0.0,20,0.0,61,3.0,0.0,0.0,50,0.0,143,5.0
415,292,9.0,1.0,27,0.0,65,1.0,0.0,0.0,64,4.0,119,2.0
416,292,8.0,0.0,22,1.0,73,2.0,0.0,0.0,67,3.0,114,2.0
417,292,5.0,0.0,26,1.0,77,1.0,1.0,0.0,47,2.0,128,4.0
418,292,16.0,0.0,22,0.0,79,2.0,1.0,0.0,51,1.0,115,5.0
419,292,6.0,0.0,26,1.0,72,1.0,0.0,0.0,53,2.0,127,4.0
420,292,7.0,0.0,35,3.0,63,3.0,0.0,0.0,48,1.0,131,1.0
421,292,9.0,0.0,30,0.0,56,4.0,0.0,0.0,47,4.0,142,0.0
422,292,10.0,2.0,23,1.0,71,0.0,0.0,0.0,59,3.0,121,2.0
423,292,6.0,0.0,19,1.0,68,1.0,0.0,0.0,57,2.0,134,4.0
424,292,7.0,0.0,25,1.0,72,3.0,0.0,0.0,54,2.0,126,2.0
425,292,4.0,0.0,28,0.0,62,0.0,0.0,0.0,53,2.0,137,6.0
426,292,6.0,1.0,19,0.0,72,1.0,1.0,0.0,53,0.0,133,6.0
427,292,8.0,0.0,24,1.0,70,3.0,0.0,0.0,46,1.0,136,3.0
428,292,9.0,0.0,19,1.0,74,0.0,1.0,0.0,43,0.0,138,7.0
429,292,14.0,0.0,23,3.0,65,1.0,0.0,0.0,61,2.0,121,2.0
430,292,14.0,1.0,26,0.0,67,2.0,0.0,0.0,50,2.0,127,3.0
431,292,10.0,1.0,26,0.0,73,3.0,0.0,0.0,48,2.0,127,2.0
432,292,9.0,1.0,28,2.0,58,2.0,0.0,0.0,59,0.0,130,3.0
433,292,9.0,0.0,28,1.0,77,2.0,0.0,0.0,42,1.0,128,4.0
434,292,4.0,0.0,21,2.0,72,2.0,0.0,0.0,57,0.0,130,4.0
435,292,6.0,0.0,25,1.0,76,1.0,0.0,0.0,44,1.0,133,5.0
436,292,13.0,0.0,23,0.0,58,1.0,0.0,0.0,61,3.0,129,4.0
437,292,9.0,2.0,25,1.0,68,2.0,0.0,0.0,38,2.0,144,1.0
438,292,10.0,0.0,24,1.0,57,3.0,1.0,0.0,54,2.0,138,2.0
439,292,8.0,0.0,25,0.0,73,2.0,0.0,0.0,62,3.0,116,3.0
440,292,6.0,0.0,24,1.0,79,2.0,1.0,0.0,46,2.0,128,3.0
441,292,6.0,0.0,25,1.0,77,2.0,0.0,0.0,54,2.0,122,3.0
442,292,7.0,0.0,17,0.0,70,4.0,0.0,0.0,52,1.0,138,3.0
443,292,8.0,0.0,32,1.0,60,3.0,0.0,0.0,50,1.0,134,3.0
444,292,8.0,0.0,22,0.0,83,1.0,0.0,0.0,57,2.0,114,5.0
445,292,6.0,0.0,29,2.0,69,2.0,0.0,0.0,40,0.0,140,4.0
446,292,3.0,0.0,18,0.0,83,1.0,1.0,0.0,47,3.0,132,4.0
447,292,4.0,0.0,34,1.0,76,0.0,0.0,0.0,33,2.0,137,5.0
448,292,6.0,0.0,25,0.0,72,1.0,0.0,0.0,41,3.0,140,4.0
449,292,9.0,0.0,31,0.0,67,1.0,0.0,0.0,49,1.0,128,6.0
450,292,5.0,0.0,24,2.0,79,1.0,0.0,0.0,48,0.0,128,5.0
451,292,6.0,0.0,29,0.0,72,2.0,0.0,0.0,50,0.0,127,6.0
452,292,9.0,1.0,26,0.0,65,0.0,1.0,0.0,52,1.0,131,6.0
453,292,8.0,0.0,21,0.0,62,5.0,1.0,0.0,47,3.0,145,0.0
454,292,9.0,0.0,29,1.0,75,1.0,0.0,0.0,48,3.0,123,3.0
455,292,7.0,1.0,19,0.0,77,2.0,0.0,0.0,56,1.0,125,4.0
456,292,7.0,0.0,21,0.0,80,1.0,0.0,0.0,61,2.0,115,5.0
457,292,11.0,0.0,27,0.0,54,0.0,0.0,0.0,63,3.0,129,5.0
458,292,9.0,0.0,25,1.0,73,4.0,0.0,0.0,53,2.0,124,1.0
459,292,5.0,2.0,29,1.0,84,2.0,0.0,0.0,52,2.0,114,1.0
460,292,2.0,1.0,21,0.0,67,3.0,1.0,0.0,68,2.0,125,2.0
461,292,13.0,1.0,32,1.0,71,3.0,0.0,0.0,46,1.0,122,2.0
462,292,8.0,0.0,28,2.0,86,2.0,0.0,0.0,49,3.0,113,1.0
463,292,7.0,0.0,18,3.0,71,1.0,1.0,0.0,52,2.0,135,2.0
464,292,9.0,0.0,19,1.0,71,1.0,1.0,0.0,51,1.0,133,5.0
465,292,7.0,0.0,21,1.0,68,2.0,0.0,0.0,47,1.0,141,4.0
466,292,9.0,0.0,24,1.0,90,2.0,0.0,0.0,48,1.0,113,4.0
467,292,9.0,0.0,33,1.0,69,0.0,0.0,0.0,42,2.0,131,5.0
468,292,7.0,1.0,27,0.0,71,2.0,0.0,0.0,56,0.0,123,5.0
469,292,11.0,0.0,29,0.0,70,4.0,0.0,0.0,60,3.0,114,1.0
470,292,5.0,0.0,26,0.0,77,4.0,0.0,0.0,49,3.0,127,1.0
471,292,8.0,0.0,26,1.0,67,3.0,0.0,0.0,47,0.0,136,4.0
472,292,7.0,0.0,28,0.0,62,4.0,0.0,0.0,65,1.0,122,3.0
473,292,8.0,0.0,22,0.0,77,0.0,1.0,0.0,57,3.0,119,5.0
474,292,9.0,1.0,24,0.0,62,0.0,1.0,0.0,58,1.0,130,6.0
475,292,9.0,0.0,16,0.0,79,2.0,1.0,0.0,51,0.0,128,6.0
476,292,11.0,0.0,29,1.0,61,0.0,1.0,0.0,66,2.0,116,5.0
477,292,6.0,0.0,20,0.0,75,2.0,0.0,0.0,50,0.0,133,6.0
478,292,7.0,0.0,24,1.0,68,3.0,0.0,0.0,46,1.0,139,3.0
479,292,3.0,1.0,24,2.0,82,1.0,0.0,0.0,55,2.0,120,2.0
480,292,8.0,0.0,29,1.0,73,1.0,0.0,0.0,48,2.0,126,4.0
481,292,10.0,1.0,25,0.0,75,3.0,0.0,0.0,57,2.0,117,2.0
482,292,9.0,0.0,22,1.0,69,2.0,0.0,0.0,40,1.0,144,4.0
483,292,5.0,0.0,22,0.0,63,2.0,0.0,0.0,56,4.0,138,2.0
484,292,7.0,0.0,24,2.0,78,0.0,0.0,0.0,54,2.0,121,4.0
485,292,7.0,0.0,22,1.0,78,2.0,1.0,0.0,47,3.0,129,2.0
486,292,12.0,0.0,29,0.0,74,4.0,0.0,0.0,50,1.0,119,3.0
487,292,5.0,1.0,21,1.0,72,2.0,0.0,0.0,54,1.0,132,3.0
488,292,12.0,0.0,24,2.0,73,1.0,0.0,0.0,46,0.0,129,5.0
489,292,14.0,1.0,23,0.0,65,2.0,0.0,0.0,56,0.0,126,5.0
490,292,6.0,0.0,29,1.0,78,4.0,0.0,0.0,53,0.0,118,3.0
491,292,13.0,0.0,23,0.0,75,4.0,0.0,0.0,43,3.0,130,1.0
492,292,8.0,0.0,26,2.0,68,2.0,0.0,0.0,42,1.0,140,3.0
493,292,2.0,0.0,30,0.0,68,6.0,0.0,0.0,51,0.0,133,2.0
494,292,13.0,0.0,24,1.0,77,3.0,1.0,0.0,49,0.0,120,4.0
495,292,8.0,0.0,20,0.0,66,2.0,0.0,0.0,52,4.0,138,2.0
496,292,13.0,2.0,25,2.0,72,1.0,0.0,0.0,46,0.0,128,3.0
497,292,6.0,0.0,23,1.0,70,2.0,0.0,0.0,61,2.0,124,3.0
498,292,7.0,0.0,19,2.0,77,2.0,1.0,0.0,42,3.0,138,1.0
499,292,3.0,0.0,15,1.0,67,3.0,1.0,0.0,59,3.0,139,1.0
500,292,9.0,0.0,23,1.0,68,2.0,0.0,0.0,43,2.0,141,3.0
501,292,8.0,2.0,29,0.0,79,1.0,0.0,0.0,43,1.0,125,4.0
502,292,6.0,1.0,20,0.0,65,2.0,0.0,0.0,54,1.0,139,4.0
503,292,10.0,0.0,21,0.0,85,6.0,0.0,0.0,51,1.0,117,1.0
504,292,9.0,0.0,23,1.0,69,1.0,0.0,0.0,50,3.0,133,3.0
505,292,4.0,0.0,23,2.0,83,3.0,0.0,0.0,46,1.0,128,2.0
506,292,9.0,0.0,17,0.0,92,2.0,0.0,0.0,50,3.0,116,3.0
507,292,9.0,1.0,31,1.0,55,3.0,0.0,0.0,56,3.0,133,0.0
508,292,7.0,0.0,28,0.0,82,2.0,1.0,0.0,46,2.0,120,4.0
509,292,6.0,1.0,29,0.0,70,2.0,1.0,0.0,60,1.0,118,4.0
510,292,13.0,0.0,20,0.0,59,2.0,0.0,0.0,59,1.0,133,5.0
511,292,10.0,0.0,30,2.0,65,1.0,0.0,0.0,58,1.0,121,4.0
512,292,8.0,0.0,31,0.0,64,6.0,0.0,0.0,63,2.0,118,0.0
513,292,8.0,1.0,27,0.0,73,1.0,0.0,0.0,50,1.0,126,5.0
514,292,10.0,0.0,20,0.0,74,2.0,1.0,0.0,45,0.0,134,6.0
515,292,9.0,0.0,17,1.0,80,2.0,1.0,0.0,58,1.0,119,4.0
516,292,4.0,1.0,16,1.0,66,1.0,0.0,0.0,63,0.0,135,5.0
517,292,4.0,0.0,23,1.0,75,3.0,0.0,0.0,49,2.0,133,2.0
518,292,6.0,0.0,31,1.0,73,4.0,1.0,0.0,48,0.0,125,3.0
519,292,10.0,0.0,28,1.0,65,3.0,0.0,0.0,55,0.0,126,4.0
520,292,9.0,0.0,25,2.0,69,1.0,0.0,0.0,58,1.0,123,4.0
521,292,7.0,0.0,24,0.0,78,4.0,2.0,0.0,55,0.0,118,4.0
522,292,13.0,0.0,26,0.0,66,3.0,0.0,0.0,49,0.0,130,5.0
523,292,9.0,1.0,25,1.0,74,1.0,1.0,0.0,48,1.0,127,4.0
524,292,7.0,0.0,29,1.0,72,1.0,0.0,0.0,55,0.0,121,6.0
525,292,11.0,0.0,20,1.0,65,2.0,0.0,0.0,53,2.0,135,3.0
526,292,7.0,0.0,24,0.0,70,2.0,1.0,0.0,51,4.0,131,2.0
527,292,7.0,0.0,30,2.0,55,4.0,0.0,0.0,49,1.0,143,1.0
528,292,5.0,0.0,30,2.0,56,3.0,1.0,0.0,68,1.0,124,2.0
529,292,7.0,0.0,27,0.0,78,3.0,1.0,0.0,46,1.0,125,4.0
530,292,8.0,0.0,23,2.0,77,3.0,0.0,0.0,42,0.0,134,3.0
531,292,9.0,0.0,26,1.0,86,3.0,1.0,0.0,51,3.0,111,1.0
532,292,12.0,1.0,18,0.0,63,1.0,0.0,0.0,62,1.0,129,5.0
533,292,11.0,0.0,17,1.0,73,2.0,0.0,0.0,59,1.0,124,4.0
534,292,7.0,1.0,23,0.0,84,1.0,0.0,0.0,49,3.0,121,3.0
535,292,7.0,0.0,28,0.0,69,1.0,0.0,0.0,34,2.0,146,5.0
536,292,10.0,0.0,20,1.0,73,2.0,1.0,0.0,44,0.0,136,5.0
537,292,5.0,0.0,27,0.0,66,3.0,0.0,0.0,54,1.0,132,4.0
538,292,10.0,0.0,24,0.0,70,1.0,0.0,1.0,54,0.0,126,6.0
539,292,7.0,0.0,27,2.0,76,0.0,1.0,0.0,45,1.0,128,5.0
540,292,14.0,0.0,19,3.0,81,4.0,0.0,0.0,52,1.0,118,0.0
541,292,6.0,0.0,22,2.0,78,2.0,1.0,0.0,39,1.0,138,3.0
542,292,11.0,1.0,27,1.0,72,1.0,2.0,0.0,47,1.0,125,4.0
543,292,10.0,0.0,19,2.0,74,1.0,1.0,0.0,40,0.0,140,5.0
544,292,6.0,0.0,7,0.0,84,5.0,1.0,0.0,50,0.0,136,3.0
545,292,8.0,0.0,23,1.0,75,1.0,1.0,0.0,43,3.0,134,3.0
546,292,7.0,0.0,19,1.0,65,2.0,0.0,0.0,53,1.0,140,4.0
547,292,12.0,0.0,26,3.0,65,2.0,0.0,0.0,54,0.0,127,3.0
548,292,7.0,0.0,30,0.0,80,2.0,0.0,0.0,40,2.0,127,4.0
549,292,5.0,0.0,29,0.0,83,3.0,0.0,0.0,48,1.0,119,4.0
550,292,11.0,0.0,37,1.0,67,1.0,0.0,0.0,39,2.0,130,4.0
551,292,11.0,0.0,26,1.0,89,1.0,1.0,0.0,51,3.0,106,3.0
552,292,10.0,0.0,36,0.0,65,2.0,0.0,0.0,39,0.0,134,6.0
553,292,4.0,0.0,22,0.0,71,3.0,0.0,0.0,55,2.0,132,3.0
554,292,11.0,0.0,26,2.0,61,1.0,0.0,0.0,63,0.0,123,5.0
555,292,6.0,0.0,29,0.0,65,2.0,1.0,0.0,65,0.0,118,6.0
556,292,11.0,1.0,22,0.0,71,2.0,0.0,1.0,41,0.0,139,4.0
557,292,5.0,0.0,23,0.0,70,1.0,1.0,0.0,54,2.0,131,5.0
558,292,10.0,1.0,21,0.0,75,2.0,0.0,0.0,50,1.0,128,4.0
559,292,7.0,0.0,21,1.0,81,1.0,0.0,0.0,54,1.0,121,5.0
560,292,6.0,1.0,19,1.0,73,1.0,0.0,0.0,57,1.0,129,4.0
561,292,5.0,0.0,21,0.0,74,3.0,0.0,0.0,56,1.0,128,4.0
562,292,5.0,0.0,18,2.0,80,0.0,0.0,0.0,52,4.0,129,2.0
563,292,8.0,1.0,26,0.0,88,1.0,0.0,0.0,47,1.0,115,5.0
564,292,9.0,0.0,25,1.0,66,3.0,0.0,0.0,50,2.0,134,2.0
565,292,8.0,0.0,21,1.0,68,2.0,1.0,0.0,59,0.0,127,5.0
566,292,14.0,0.0,18,1.0,70,2.0,0.0,0.0,57,1.0,125,4.0
567,292,6.0,1.0,26,1.0,81,2.0,1.0,0.0,61,2.0,109,2.0
568,292,10.0,0.0,35,1.0,70,2.0,0.0,0.0,43,1.0,126,4.0
569,292,14.0,0.0,28,0.0,78,2.0,1.0,0.0,43,2.0,120,4.0
570,292,8.0,0.0,19,0.0,60,1.0,0.0,0.0,62,4.0,135,3.0
571,292,11.0,0.0,25,1.0,69,2.0,0.0,0.0,53,1.0,126,4.0
572,292,7.0,0.0,24,0.0,80,2.0,0.0,0.0,55,2.0,118,4.0
573,292,8.0,0.0,30,1.0,75,3.0,0.0,0.0,54,2.0,117,2.0
574,292,7.0,0.0,31,2.0,62,2.0,1.0,0.0,54,1.0,129,3.0
575,292,4.0,0.0,23,0.0,87,3.0,0.0,0.0,45,1.0,125,4.0
576,292,7.0,1.0,22,0.0,55,0.0,0.0,0.0,37,4.0,163,3.0
577,292,8.0,0.0,21,2.0,71,2.0,0.0,0.0,54,2.0,130,2.0
578,292,5.0,0.0,25,1.0,76,0.0,0.0,0.0,48,2.0,130,5.0
579,292,11.0,1.0,25,0.0,68,2.0,0.0,0.0,62,4.0,118,1.0
580,292,10.0,0.0,24,0.0,75,1.0,1.0,0.0,50,1.0,124,6.0
581,292,10.0,0.0,32,1.0,61,2.0,0.0,0.0,58,1.0,123,4.0
582,292,8.0,0.0,26,2.0,72,3.0,1.0,0.0,46,0.0,131,3.0
583,292,6.0,0.0,21,0.0,81,4.0,1.0,0.0,48,1.0,127,3.0
584,292,9.0,1.0,24,1.0,81,2.0,0.0,0.0,47,1.0,123,3.0
585,292,11.0,0.0,17,0.0,60,3.0,0.0,0.0,53,1.0,143,4.0
586,292,6.0,0.0,18,1.0,79,0.0,0.0,0.0,49,2.0,132,5.0
587,292,10.0,0.0,32,2.0,81,1.0,1.0,0.0,56,0.0,104,5.0
588,292,9.0,0.0,28,0.0,71,3.0,0.0,0.0,52,1.0,124,4.0
589,292,7.0,2.0,28,0.0,58,1.0,0.0,0.0,64,1.0,127,4.0
590,292,5.0,0.0,20,1.0,69,1.0,0.0,0.0,53,0.0,137,6.0
591,292,2.0,1.0,30,1.0,62,4.0,0.0,0.0,54,2.0,136,0.0
592,292,6.0,1.0,17,0.0,70,2.0,0.0,0.0,52,3.0,139,2.0
593,292,10.0,1.0,25,3.0,71,1.0,0.0,0.0,41,1.0,137,2.0
594,292,9.0,0.0,18,0.0,82,4.0,0.0,0.0,59,2.0,116,2.0
595,292,13.0,0.0,22,0.0,83,6.0,0.0,0.0,50,1.0,116,1.0
596,292,10.0,0.0,30,0.0,80,4.0,0.0,0.0,49,1.0,115,3.0
597,292,10.0,0.0,18,1.0,70,2.0,2.0,0.0,46,1.0,138,4.0
598,292,4.0,1.0,20,2.0,65,1.0,1.0,0.0,52,1.0,142,3.0
599,292,13.0,0.0,21,0.0,72,4.0,0.0,0.0,46,1.0,132,3.0
600,292,8.0,0.0,22,0.0,71,1.0,1.0,0.0,62,3.0,120,4.0
601,292,10.0,0.0,24,2.0,72,1.0,0.0,0.0,52,0.0,126,5.0
602,292,7.0,1.0,30,0.0,66,3.0,0.0,0.0,54,2.0,127,2.0
603,292,9.0,0.0,24,0.0,74,3.0,0.0,0.0,41,4.0,136,1.0
604,292,10.0,1.0,23,1.0,66,1.0,0.0,0.0,47,1.0,138,4.0
605,292,8.0,0.0,28,1.0,65,3.0,0.0,0.0,49,0.0,134,4.0
606,292,4.0,0.0,22,1.0,63,4.0,0.0,0.0,54,1.0,141,2.0
607,292,5.0,2.0,27,0.0,79,2.0,0.0,0.0,47,1.0,126,3.0
608,292,11.0,0.0,23,1.0,72,2.0,0.0,0.0,41,2.0,137,3.0
609,292,7.0,0.0,20,1.0,81,3.0,0.0,0.0,48,1.0,128,3.0
610,292,4.0,0.0,16,1.0,72,3.0,0.0,0.0,67,2.0,125,2.0
611,292,9.0,0.0,26,0.0,71,2.0,0.0,0.0,63,1.0,115,5.0
