,ASPL,Average_Degree,Modularity,Average_Clustering_Coefficient,Abundance_Assortativity,Genera_Assortativity,Degree_Assortativity,Transitivity
0,3.9884117246080435,3.7818181818181817,0.3709987261669952,0.03676767676767677,-0.007482845344179838,-0.009558768923922382,0.033468442385638834,0.021164021164021163
1,3.910819722413925,3.793939393939394,0.35790913452214473,0.014733044733044737,-0.0076108979831120355,-0.014989906054777532,0.007912679849740143,0.017994858611825194
2,4.029028879245848,3.672727272727273,0.3853870535568406,0.019365079365079363,-0.00753381437076463,0.009011041062829161,-0.07428569224002901,0.014018691588785047
3,2.49916407929305,3.5515151515151517,0.35098836328903,0.00593073593073593,-0.00765285162623097,-0.020375095224851567,0.007635506301087258,0.01483679525222552
4,3.9288819875776397,3.7696969696969695,0.3708398382977854,0.03839826839826838,-0.0074736858552031955,-0.0048142759328996905,-0.022359925613169584,0.045373665480427046
5,2.6795990566037737,3.3575757575757574,0.402970193798957,0.021904761904761906,-0.007643111350414326,-0.008005822416302773,0.10130147810727853,0.010146561443066516
6,4.016559191147202,3.503030303030303,0.37907232911483313,0.02280773098954917,-0.008019889809489901,-0.002136289049196569,0.04611982263316427,0.025961538461538463
7,4.181580128684723,3.5757575757575757,0.36835966676242593,0.016031746031746036,-0.007280429649520813,0.007637700070630755,0.009568574785965605,0.024922118380062305
8,4.171075837742505,3.43030303030303,0.39727677958271634,0.024814814814814814,-0.007820807248246138,-0.022812062801181414,-0.05645492545968585,0.03125
9,3.8627497810683864,3.7333333333333334,0.34659090909090867,0.016166426166426166,-0.007642506997222356,-0.009194218272275977,-0.038542417962318304,0.021220159151193633
10,3.8539129050234853,3.7818181818181817,0.3738853961209732,0.030128995583541034,-0.007795757368698949,-0.020815517891572346,-0.09531332280147439,0.03015075376884422
11,4.285534591194969,3.4424242424242424,0.40484898829597393,0.03600769600769601,-0.007771697028762775,-0.0031662031893235423,0.10106442577030873,0.03125
12,4.343507030603805,3.1272727272727274,0.43534042425335234,0.043468013468013454,-0.008148305213097872,0.016942508369332563,-0.04285340020210377,0.03667481662591687
13,4.151023007722315,3.3696969696969696,0.3818513534496147,0.011957671957671959,-0.008192444166144855,-0.007510997042755434,0.016415685558699256,0.018404907975460124
